,LST,GNDBI,GNDVI,LNDVI,X,Y,Year
330,46.15002441,-14.7589,8.841,0.901239376,402630,3709290,1995
331,50.55001831,-10.7757,5.6621,-0.276351413,404130,3709290,1995
332,51.95001221,-9.1918,1.1093,0.10479511,396240,3709260,1995
333,46.8500061,-9.9156,3.9512,0.487312972,396990,3709260,1995
334,50.55001831,-8.8755,1.0965,-0.023873679,397440,3709260,1995
335,50.55001831,-8.9066,0.5239,0.010957022,397560,3709260,1995
336,49.8500061,-10.6457,3.3543,0.190178946,398880,3709260,1995
337,50.25,-12.1296,5.6774,-0.176648726,402780,3709260,1995
338,48.3500061,-14.899,10.4258,0.90865359,403620,3709260,1995
339,43.65002441,-18.6745,21.7494,3.44189655,405510,3709260,1995
340,51.55001831,-9.6018,0.6004,-0.023910667,396150,3709230,1995
341,49.55001831,-10.6806,3.3051,0.182274317,399240,3709230,1995
342,51.65002441,-10.207,2.4827,-0.334004093,399630,3709230,1995
343,48.65002441,-11.0575,2.09,-0.049954182,401010,3709230,1995
344,47.15002441,-14.4471,4.5913,0.43295492,401700,3709230,1995
345,48.75,-8.6188,1.3775,0.220763661,402930,3709230,1995
346,47.75,-11.9925,7.069,0.038145684,404190,3709230,1995
347,47.55001831,-11.7808,5.2673,0.296254058,396930,3709200,1995
348,49.75,-10.6783,4.2144,0.019250465,398700,3709200,1995
349,50.95001221,-9.7136,1.286,-0.155201314,399630,3709200,1995
350,44.65002441,-18.1011,13.0175,2.068324983,400560,3709200,1995
351,53.15002441,-8.612,-5.335,0.306724933,401160,3709200,1995
352,51.05001831,-12.5779,-0.5943,-0.003572211,401340,3709200,1995
353,47.8500061,-13.7391,9.6694,0.703123957,403920,3709200,1995
354,43.25,-16.2547,15.9518,0.49555829,404670,3709200,1995
355,39.3500061,-28.3446,41.284,14.35215752,405210,3709200,1995
356,51.15002441,-7.7844,2.269,-0.124560039,395490,3709170,1995
357,51.55001831,-7.3199,1.3064,-0.000333533,395550,3709170,1995
358,52.15002441,-8.065,-0.4645,0.007853764,396180,3709170,1995
359,52.45001221,-9.7657,-3.9244,0.251226465,401100,3709170,1995
360,47.95001221,-8.6803,1.4505,0.025232407,402990,3709170,1995
361,47.15002441,-15.2841,10.947,0.417805593,403860,3709170,1995
362,45.25,-12.0694,7.2101,1.209122055,404190,3709170,1995
363,46.3500061,-15.79,14.2657,0.297005126,395220,3709140,1995
364,48.75,-10.55,7.5458,0.060462365,395400,3709140,1995
365,50.95001221,-10.7513,3.4089,-0.083512333,395850,3709140,1995
366,50.55001831,-11.4236,3.7336,-0.000695555,395880,3709140,1995
367,48.65002441,-11.0557,3.4587,0.096376635,396000,3709140,1995
368,51.75,-12.6326,-2.0076,0.20831565,401280,3709140,1995
369,46.3500061,-13.5954,9.3521,0.476198201,403950,3709140,1995
370,41.65002441,-22.9014,30.2941,10.1560296,405390,3709140,1995
371,45.05001831,-17.001,15.9214,2.861072224,395190,3709110,1995
372,51.95001221,-6.4065,-1.5767,0.037135334,396330,3709110,1995
373,51.25,-6.275,-0.0416,0.000424489,397260,3709110,1995
374,50.25,-8.9758,-0.9914,-0.002350819,398280,3709110,1995
375,51.15002441,-10.2387,2.6397,-0.017649544,398940,3709110,1995
376,48.3500061,-13.9332,6.4923,0.119797753,399810,3709110,1995
377,50.65002441,-11.5989,2.5893,0.009148758,400290,3709110,1995
378,45.05001831,-17.2562,13.3854,2.949043193,400530,3709110,1995
379,49.15002441,-12.1169,0.9291,0.044053365,401910,3709110,1995
380,50.75,-12.3206,4.7491,-0.279375972,402540,3709110,1995
381,50.45001221,-7.2204,1.789,0.12801536,395640,3709080,1995
382,45.75,-15.612,12.5535,1.905883683,400500,3709080,1995
383,50.75,-11.481,3.6368,-0.153405119,402540,3709080,1995
384,43.15002441,-15.4384,7.1136,1.987458241,405660,3709080,1995
385,44.05001831,-16.9627,18.2371,6.247757945,395310,3709050,1995
386,48.55001831,-12.997,1.4464,0.061004902,399990,3709050,1995
387,45.65002441,-18.9133,13.4208,1.064919682,400770,3709050,1995
388,47.05001831,-14.8114,5.2601,0.115718776,400920,3709050,1995
389,48.55001831,-14.7331,5.0695,0.275431699,401550,3709050,1995
390,49.15002441,-12.3264,1.0508,0.024324176,401760,3709050,1995
391,50.05001831,-8.3584,-1.1076,-0.040861431,402960,3709050,1995
392,40.8500061,-23.687,32.1759,11.63414561,405360,3709050,1995
393,50.95001221,-9.2438,2.67,-0.045530752,395790,3709020,1995
394,47.15002441,-9.3269,2.4798,0.22440417,396060,3709020,1995
395,49.3500061,-11.2088,2.6329,0.060891402,397710,3709020,1995
396,49.25,-10.8162,1.8672,0.073884195,397740,3709020,1995
397,49.95001221,-9.7673,-0.095,-0.001035767,397830,3709020,1995
